Country Name,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031
Central African Republic,37.24517641,37.19702077,37.14886513,37.10070949,37.05255385,37.00439822,36.95624258,36.90808694,36.8599313,36.81177566,36.76362002,36.71546438,36.66730874,36.6191531,36.57099746,36.52284182,36.47468619,36.42653055,36.37837491,36.33021927,36.28206363,36.23390799,36.18575235,36.13759671,36.08944107,36.04128543,35.9931298,35.94497416,35.89681852,35.84866288,35.80050724,37.17703656,37.16577542,37.10698546,37.07918089,36.97833117,36.98705237,36.94982389,36.86493855,36.84928711,36.76822428,36.76728857
Chad,5.344663278,5.314723634,5.28478399,5.254844346,5.224904701,5.194965057,5.165025413,5.135085769,5.105146125,5.07520648,5.045266836,4.979907878,4.91454892,4.849189962,4.783831004,4.718472046,4.653113088,4.58775413,4.522395172,4.457036213,4.391677255,4.290025413,4.188373571,4.086721728,3.985069886,3.883418043,3.787325286,3.693614994,3.601493011,3.511753494,3.425190597,5.405563751,5.267294888,5.338540555,5.345414511,5.159890455,5.264327291,5.207792019,5.035748254,4.970077482,4.989568314,4.900210447
Chile,20.50490093,20.5816979,20.65849486,20.73529182,20.81208879,20.88888575,20.96568271,21.04247968,21.11927664,21.19607361,21.27287057,21.3950173,21.51716402,21.63931075,21.76145748,21.8836042,22.00575093,22.12789766,22.25004438,22.37219111,22.49433784,22.72857658,22.96281532,23.19705406,23.4312928,23.66553154,23.83086404,23.99619653,24.16152903,24.32686152,24.49215367,20.49307558,20.57128613,20.64538657,20.74454434,20.79823468,20.9165087,20.98243438,21.07063747,21.11512666,21.23338976,21.33172593
China,16.67332543,16.88404857,17.0947717,17.30549483,17.51621797,17.72684706,17.93758811,18.14831035,18.35903259,18.56975483,18.78049699,19.03100674,19.28151688,19.53202806,19.78253654,20.03304816,20.28355789,20.53406803,20.78457818,21.03508722,21.2855969,21.49109623,21.69659602,21.90209487,22.10759465,22.31309418,22.5428773,22.74231029,22.94173538,23.14116554,23.3405957,16.76619596,17.03322624,17.16827228,17.31755455,17.47460248,17.53762941,17.98551188,18.18084193,18.34462127,18.69108803,18.97328265
Colombia,58.54721947,58.34689139,58.14656332,57.94623524,57.74590717,57.54557909,57.34525101,57.14492294,56.94459486,56.74426679,56.54393871,56.37019288,56.19644705,56.02270122,55.84895539,55.67520955,55.50146372,55.32771789,55.15397206,54.98022623,54.8064804,54.68514105,54.56380171,54.44246237,54.32112303,54.19978369,54.04190176,53.84386661,53.66424516,53.48463272,53.30501127,58.44277029,58.34689088,58.05227695,57.82060389,57.65507493,57.48626353,57.33902828,57.12734069,56.8502519,56.71548544,56.47156044
Comoros,24.75013434,24.514777,24.27941967,24.04406233,23.808705,23.57334766,23.33799033,23.10263299,22.86727566,22.63191832,22.39656099,22.16120365,21.92584632,21.69048898,21.45513165,21.21977431,20.98441698,20.74905965,20.51370231,20.27834498,20.04298764,19.80763031,19.57227297,19.33691564,19.1015583,18.86620097,18.62976894,18.39333692,18.16227834,17.92584632,17.68941429,24.64555205,24.45082781,24.25032191,24.05484094,23.83001083,23.56906431,23.4136796,23.09925473,22.77413588,22.63330869,22.30541756
"Congo, Dem. Rep.",66.44273395,66.14587239,65.84901083,65.55214927,65.25528771,64.95842615,64.66156459,64.36470303,64.06784147,63.77097991,63.47411835,63.17725679,62.88039523,62.58353367,62.28667211,61.98981055,61.69294899,61.39608743,61.09922587,60.80236431,60.50550275,60.01968373,59.53386471,59.0480457,58.56222668,58.07640767,57.59058689,57.10477052,56.61894974,56.13312896,55.64731259,66.30911608,66.15177429,65.77027099,65.41374657,65.19196072,64.90436786,64.70303246,64.36885314,63.944023,63.73658622,63.37521026
"Congo, Rep.",65.34407028,65.30893119,65.27379209,65.238653,65.20351391,65.16837482,65.13323572,65.09809663,65.06295754,65.02781845,64.99267936,64.95754026,64.92240117,64.88726208,64.85212299,64.81698389,64.7818448,64.74670571,64.71156662,64.67642753,64.64128843,64.60614934,64.57101025,64.53587116,64.50073206,64.46559297,64.43045388,64.39531479,64.35139092,64.30746706,64.26354319,65.27216211,65.30136271,65.11029515,65.12462162,65.08229582,65.12968376,65.10658583,65.07093007,64.93744231,65.01099112,64.91857875
Costa Rica,56.9408539,56.84257736,56.74430082,56.64602429,56.54774775,56.44947121,56.35119467,56.25291814,56.1546416,56.05636506,55.95808852,55.98546808,56.01284763,56.04022718,56.06760674,56.09498629,56.12236584,56.1497454,56.17712495,56.2045045,56.23188406,56.55240893,56.8729338,57.19345868,57.51398355,57.83450842,58.15511163,58.47571485,58.79612221,59.11672542,59.43732863,56.85069861,56.84086491,56.58479199,56.52671474,56.42660558,56.36187336,56.3174065,56.2429441,56.09745552,56.11988236,56.01862131
Cote d'Ivoire,24.68823899,23.8214434,22.9546478,22.0878522,21.2210566,20.35426101,19.48746541,18.62066981,17.75387421,16.88707862,16.02028302,15.66529245,15.31030189,14.95531132,14.60032075,14.24533019,13.89033962,13.53534906,13.18035849,12.82536792,12.47037736,12.11538994,11.76040252,11.40541509,11.05042767,10.69544025,10.34044025,9.985440252,9.630440252,9.275471698,8.920471698,23.42451105,22.86319733,22.72158527,21.91669086,21.19260264,20.2452859,20.11462073,18.93413419,17.97571804,17.47697448,16.98756329
Croatia,33.21409408,33.21409408,33.21409408,33.27669469,33.3392953,33.4018959,33.42265095,33.48517328,33.58969773,33.65229834,33.71369295,33.77629131,33.83888968,33.86998785,33.93252805,33.99506826,34.05760846,34.12014867,34.18268887,34.24522908,34.30776928,34.31491673,34.32206418,34.32921164,34.33635909,34.34350654,34.38139161,34.51519548,34.55989565,34.60456722,34.65171551,33.21868003,33.27785919,33.32757189,33.26428693,33.32494637,33.3777117,33.44278688,33.55458603,33.62030464,33.64614752,33.76653794
Cuba,19.16201117,19.51303538,19.86405959,20.2150838,20.56610801,20.91713222,21.26815642,21.61918063,21.97020484,22.32122905,22.67225326,23.13500931,23.82178776,24.28665414,24.75143314,25.2113867,25.68072912,26.14524615,26.61217587,27.0791056,27.54603533,27.90863068,28.43720991,29.58357321,30.12497597,30.58597502,31.1514802,31.23314066,31.23314066,31.23314066,31.23314066,19.69926752,19.90351408,20.42108779,20.44368076,20.66784017,20.87685791,21.54699629,21.85305289,22.15849759,22.6815249,23.14578767
Curacao,0.157657658,0.157657658,0.157657658,0.157657658,0.157657658,0.157657658,0.157657658,0.157657658,0.157657658,0.157657658,0.157657658,0.157657658,0.157657658,0.157657658,0.157657658,0.157657658,0.157657658,0.157657658,0.157657658,0.157657658,0.157657658,0.157657658,0.157657658,0.157657658,0.157657658,0.157657658,0.157657658,0.157657658,0.157657658,0.157657658,0.157657658,0.240286638,0.087067546,0.216396031,0.264068524,0.069443643,0.244933857,0.202316601,0.057860015,0.061518934,0.082684131,0.042486555
Cyprus,17.43614719,17.54978355,17.66341991,17.77705628,17.89069264,18.004329,18.11796537,18.23160173,18.3452381,18.45887446,18.57251082,18.58582251,18.5991342,18.61244589,18.62575758,18.63906926,18.65238095,18.66569264,18.67900433,18.69231602,18.70562771,18.70281385,18.7,18.69718615,18.69437229,18.69155844,18.68073593,18.67857143,18.67640693,18.67424242,18.67207792,17.42700733,17.52586247,17.66858762,17.7650906,17.84821481,17.9929711,18.08083428,18.18476394,18.20599319,18.40575325,18.47599965
Czechia,34.05954445,34.05954445,34.05954445,34.05954445,34.06972952,34.07991459,34.09009965,34.10028472,34.11046978,34.12065485,34.13083991,34.15683965,34.18283939,34.20883914,34.23927,34.2652731,34.29571521,34.32172168,34.35217504,34.37818488,34.40864949,34.43716172,34.46567396,34.4986532,34.52716913,34.5601606,34.57907007,34.60251263,34.62595519,34.65141732,34.67799193,34.01436681,34.06891071,34.06937521,34.0861512,34.07431467,34.05137234,34.08427672,34.1044091,34.06847019,34.12572226,34.19825014
